distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
0.168249661,60,26,7.9,1,10,56,10,30.05,24175
0.075983718,60,26,7.9,0,10,49,15,30.02,29378
0.320217096,60,26,7.9,0,10,51,15,29.98,13686
0.564450475,60,26,7.9,1,10,65,8,29.96,112
0.808683853,60,26,7.9,0,10,67,6,29.98,0
0.902040816,63,21,7.3,1,10,78,3,29.99,0
0.657142857,63,21,7.3,1,10,80,5,29.98,0
0.412244898,63,21,7.3,1,10,80,3,29.99,4232
0.167346939,63,21,7.3,1,10,63,9,30,22783
0.07755102,63,21,7.3,3,10,61,9,29.98,24479
0.32244898,63,21,7.3,4,10,63,10,29.97,1628
0.567346939,63,21,7.3,4,10,81,11,29.98,0
0.812244898,63,21,7.3,3,10,81,6,29.99,0
0.904502046,65,28,10.3,4,10,87,8,30.01,0
0.65893588,65,28,10.3,4,10,90,8,30.01,0
0.413369714,65,28,10.3,4,10,84,6,30.03,650
0.167803547,65,28,10.3,4,10,70,9,30.05,9141
0.077762619,65,28,10.3,2,10,63,11,30.03,25527
0.323328786,65,28,10.3,3,10,75,15,30.01,12847
0.568894952,65,28,10.3,4,10,87,14,30,122
0.814461119,65,28,10.3,3,10,87,15,30,0
0.906849315,63,27,14.4,3,10,87,8,29.97,0
0.660273973,63,27,14.4,3,10,81,13,29.96,0
0.41369863,63,27,14.4,4,10,84,8,29.98,997
0.167123288,63,27,14.4,2,10,70,10,29.99,12786
0.079452055,63,27,14.4,2,10,65,20,29.97,28277
0.326027397,63,27,14.4,2,10,70,24,29.96,12816
0.57260274,63,27,14.4,1,10,78,16,29.94,81
0.819178082,63,27,14.4,1,10,84,11,29.96,0
0.909340659,66,29,7.3,1,10,87,0,29.96,0
0.662087912,66,29,7.3,0,10,86,3,29.95,0
0.414835165,66,29,7.3,1,10,81,0,30,4026
0.167582418,66,29,7.3,1,10,70,5,30.02,23081
0.07967033,66,29,7.3,1,10,34,16,29.99,27284
0.326923077,66,29,7.3,0,10,48,17,29.96,12287
0.574175824,66,29,7.3,1,10,70,16,29.95,79
0.821428571,66,29,7.3,0,10,78,8,29.97,0
0.913103448,69,29,8.7,0,10,81,6,29.97,0
0.664827586,69,29,8.7,0,10,75,3,29.96,0
0.416551724,69,29,8.7,1,9,84,3,29.98,3974
0.168275862,69,29,8.7,0,9,73,5,29.99,23119
0.08,69,29,8.7,0,10,66,6,29.94,26858
0.328275862,69,29,8.7,0,10,37,21,29.9,12109
0.576551724,69,29,8.7,0,10,56,18,29.91,65
0.824827586,69,29,8.7,0,10,75,11,29.94,0
0.914246196,66,29,10.1,0,10,84,3,29.94,0
0.665283541,66,29,10.1,0,10,90,5,29.92,0
0.416320885,66,29,10.1,1,9,90,5,29.94,3749
0.16735823,66,29,10.1,1,10,66,3,29.95,22695
0.081604426,66,29,10.1,1,10,51,13,29.92,27114
0.330567082,66,29,10.1,1,10,49,16,29.89,12017
0.579529737,66,29,10.1,1,10,56,16,29.89,59
0.828492393,66,29,10.1,0,10,62,11,29.92,0
0.918055556,67,29,9.3,0,10,67,3,29.91,0
0.668055556,67,29,9.3,0,10,80,6,29.9,0
0.418055556,67,29,9.3,2,10,70,0,29.93,3894
0.168055556,67,29,9.3,2,10,63,7,29.95,23066
0.081944444,67,29,9.3,2,10,47,15,29.91,27072
0.331944444,67,29,9.3,2,10,57,21,29.88,11864
0.581944444,67,29,9.3,1,10,70,11,29.89,51
0.831944444,67,29,9.3,0,10,81,8,29.91,0
0.919332406,66,29,10.7,0,10,81,6,29.91,0
0.668984701,66,29,10.7,0,9,87,7,29.9,0
0.418636996,66,29,10.7,2,9,84,6,29.93,3661
0.168289291,66,29,10.7,1,10,68,6,29.95,22534
0.082058414,66,29,10.7,1,10,50,13,29.91,26744
0.33240612,66,29,10.7,1,10,68,18,29.9,11627
0.582753825,66,29,10.7,1,10,90,15,29.92,43
0.83310153,66,29,10.7,1,10,90,10,29.94,0
0.921787709,66,29,9.1,1,10,90,10,29.95,0
0.670391061,66,29,9.1,1,10,93,3,29.93,0
0.418994413,66,29,9.1,1,10,93,6,29.95,3615
0.167597765,66,29,9.1,0,10,73,3,29.95,22037
0.083798883,66,29,9.1,1,10,56,6,29.9,26026
0.335195531,66,29,9.1,1,10,59,20,29.85,1728
0.586592179,66,29,9.1,0,10,73,15,29.89,0
0.837988827,66,29,9.1,1,10,81,5,29.92,0
0.925666199,61,30,12.3,1,10,90,13,29.92,0
0.673211781,61,30,12.3,1,10,93,8,29.91,0
0.420757363,61,30,12.3,1,10,93,8,29.94,2406
0.168302945,61,30,12.3,1,10,65,9,29.94,22113
0.084151473,61,30,12.3,1,10,63,20,29.9,26823
0.336605891,61,30,12.3,1,10,70,21,29.89,10798
0.589060309,61,30,12.3,1,10,87,11,29.93,0
0.841514727,61,30,12.3,2,10,90,11,29.96,0
0.928270042,62,28,8.4,4,10,90,8,29.97,0
0.675105485,62,28,8.4,4,10,87,6,29.96,0
0.421940928,62,28,8.4,4,10,87,6,29.96,373
0.168776371,62,28,8.4,3,10,75,5,29.98,13921
0.084388186,62,28,8.4,2,10,63,15,29.94,26393
0.337552743,62,28,8.4,2,10,68,15,29.95,11093
0.5907173,62,28,8.4,2,10,75,11,29.96,47
0.843881857,62,28,8.4,0,10,81,8,29.97,0
0.93079096,65,29,6.9,0,10,81,5,29.98,0
0.676553672,65,29,6.9,1,10,87,5,29.99,0
0.422316384,65,29,6.9,2,10,83,0,30.04,3110
0.168079096,65,29,6.9,2,10,70,3,30.05,21023
0.086158192,65,29,6.9,2,10,50,9,30.01,25702
0.34039548,65,29,6.9,2,10,53,18,29.97,10972
0.594632768,65,29,6.9,1,10,68,15,29.99,0
0.848870056,65,29,6.9,1,10,67,0,30.01,0
0.933427762,66,29,7.8,1,10,67,0,30,0
0.678470255,66,29,7.8,1,10,78,5,29.99,0
0.423512748,66,29,7.8,2,10,75,0,29.98,3715
0.168555241,66,29,7.8,3,10,71,3,29.98,18312
0.086402266,66,29,7.8,3,10,50,22,29.95,19583
0.341359773,66,29,7.8,3,10,59,16,29.92,6135
0.59631728,66,29,7.8,3,10,81,8,29.96,178
0.851274788,66,29,7.8,3,10,84,9,29.95,0
0.937411095,67,27,9.5,3,10,84,10,29.94,0
0.681365576,67,27,9.5,4,10,87,6,29.92,0
0.425320057,67,27,9.5,4,10,81,0,29.96,53
0.169274538,67,27,9.5,3,10,73,6,29.98,7496
0.086770982,67,27,9.5,3,10,62,17,29.97,19260
0.342816501,67,27,9.5,3,10,76,9,29.92,4961
0.59886202,67,27,9.5,3,10,87,13,29.91,0
0.854907539,67,27,9.5,2,10,90,16,29.92,0
0.940085592,65,19,8.5,4,10,90,7,29.91,0
0.683309558,65,19,8.5,3,10,87,8,29.86,0
0.426533524,65,19,8.5,3,10,84,5,29.87,1093
0.169757489,65,19,8.5,3,10,73,3,29.87,11844
0.087018545,65,19,8.5,3,10,63,0,29.83,11357
0.343794579,65,19,8.5,4,10,65,9,29.77,3375
0.600570613,65,19,8.5,4,10,70,14,29.76,0
0.857346648,65,19,8.5,4,3,90,13,29.75,0
0.941344778,64,26,14.4,4,9,93,15,29.73,0
0.683834049,64,26,14.4,4,7,90,17,29.75,0
0.426323319,64,26,14.4,4,8,90,8,29.79,1653
0.168812589,64,26,14.4,3,10,81,13,29.84,5957
0.08869814,64,26,14.4,2,10,66,16,29.86,21177
0.34620887,64,26,14.4,2,10,70,15,29.88,9729
0.603719599,64,26,14.4,1,10,81,14,29.91,0
0.861230329,64,26,14.4,2,10,84,18,29.95,0
0.944045911,65,28,11.1,1,10,81,15,29.96,0
0.68579627,65,28,11.1,1,10,84,10,29.96,0
0.427546628,65,28,11.1,2,10,81,8,29.99,2198
0.169296987,65,28,11.1,3,10,57,7,30.01,20493
0.088952654,65,28,11.1,3,10,55,15,30,18931
0.347202296,65,28,11.1,3,10,61,11,29.99,11566
0.605451937,65,28,11.1,1,10,81,15,30.01,0
0.863701578,65,28,11.1,2,10,87,14,30.03,0
0.948126801,66,28,10.5,4,10,93,7,30.04,0
0.688760807,66,28,10.5,4,10,90,0,30.05,0
0.429394813,66,28,10.5,4,9,84,5,30.07,532
0.170028818,66,28,10.5,1,9,73,5,30.1,22044
0.089337176,66,28,10.5,0,10,59,3,30.05,27732
0.34870317,66,28,10.5,1,10,70,22,30.05,11398
0.608069164,66,28,10.5,1,10,93,22,30.07,0
0.867435159,66,28,10.5,3,10,93,21,30.1,0
0.949421965,65,28,10.2,2,10,93,14,30.12,0
0.689306358,65,28,10.2,1,10,96,7,30.12,0
0.429190751,65,28,10.2,3,10,96,0,30.16,0
0.169075145,65,28,10.2,2,7,81,3,30.17,15458
0.091040462,65,28,10.2,0,9,71,3,30.11,27357
0.351156069,65,28,10.2,0,10,55,22,30.07,10975
0.611271676,65,28,10.2,0,10,73,16,30.06,0
0.871387283,65,28,10.2,0,10,81,11,30.05,0
0.953555878,66,27,12.6,0,10,84,7,30.03,0
0.692307692,66,27,12.6,1,10,83,0,30.01,0
0.431059507,66,27,12.6,0,9,90,3,30.02,3816
0.169811321,66,27,12.6,0,9,76,3,30.01,23843
0.091436865,66,27,12.6,0,10,55,24,29.95,27645
0.352685051,66,27,12.6,1,10,61,25,29.92,11063
0.613933237,66,27,12.6,0,10,72,9,29.9,0
0.875181422,66,27,12.6,0,10,78,23,29.91,0
0.956331878,62,27,14.6,0,10,83,15,29.91,0
0.694323144,62,27,14.6,0,10,80,13,29.92,0
0.43231441,62,27,14.6,1,10,75,9,29.96,3837
0.170305677,62,27,14.6,0,10,47,5,30,24973
0.091703057,62,27,14.6,0,10,36,16,29.97,28183
0.35371179,62,27,14.6,0,10,50,26,29.94,10894
0.615720524,62,27,14.6,0,10,67,20,29.95,0
0.877729258,62,27,14.6,0,10,67,11,29.97,0
0.959124088,57,29,17.6,0,10,69,16,29.98,0
0.696350365,57,29,17.6,0,10,69,11,29.98,0
0.433576642,57,29,17.6,1,10,59,13,29.99,3755
0.17080292,57,29,17.6,1,10,42,17,30,25334
0.091970803,57,29,17.6,1,10,46,26,29.94,29016
0.354744526,57,29,17.6,2,10,46,29,29.91,10179
0.617518248,57,29,17.6,0,10,64,18,29.92,0
0.880291971,57,29,17.6,0,10,46,13,29.93,0
0.961876833,61,31,14.6,0,10,32,14,29.92,0
0.697947214,61,31,14.6,0,10,36,14,29.93,0
0.434017595,61,31,14.6,0,10,34,10,29.97,0
0.170087977,61,31,14.6,0,10,34,20,29.98,0
0.093841642,61,31,14.6,1,10,28,20,29.96,0
0.357771261,61,31,14.6,0,10,35,21,29.95,0
0.62170088,61,31,14.6,0,10,42,10,30,0
0.885630499,61,31,14.6,0,10,25,9,30.04,0
0.964705882,63,32,13.4,0,10,39,15,30.09,0
0.7,63,32,13.4,0,10,41,13,30.1,0
0.435294118,63,32,13.4,0,10,34,9,30.15,0
0.170588235,63,32,13.4,0,10,29,20,30.17,0
0.094117647,63,32,13.4,0,10,25,14,30.15,0
0.358823529,63,32,13.4,0,10,29,17,30.13,10727
0.623529412,63,32,13.4,0,10,46,11,30.16,0
0.888235294,63,32,13.4,1,10,27,7,30.19,0
0.968980798,64,28,6.4,1,10,21,0,30.21,0
0.70310192,64,28,6.4,0,10,49,5,30.22,0
0.437223043,64,28,6.4,0,10,49,0,30.26,3687
0.171344165,64,28,6.4,0,10,21,0,30.27,23961
0.094534712,64,28,6.4,0,10,14,5,30.22,27438
0.360413589,64,28,6.4,0,10,18,18,30.19,10116
0.626292467,64,28,6.4,0,10,26,13,30.2,0
0.892171344,64,28,6.4,0,10,62,7,30.2,0
0.971851852,65,29,4.9,0,10,75,0,30.18,0
0.705185185,65,29,4.9,0,10,61,3,30.16,0
0.438518519,65,29,4.9,0,10,75,0,30.18,3473
0.171851852,65,29,4.9,0,10,63,5,30.18,22832
0.094814815,65,29,4.9,0,10,36,0,30.1,26285
0.361481481,65,29,4.9,1,10,31,14,30.05,9756
0.628148148,65,29,4.9,0,10,40,14,30.03,0
0.894814815,65,29,4.9,0,10,72,9,30.04,0
0.974702381,68,29,6.4,0,10,75,7,30.04,0
0.706845238,68,29,6.4,0,10,66,3,30.04,0
0.438988095,68,29,6.4,0,10,80,3,30.06,3359
0.171130952,68,29,6.4,0,10,65,6,30.08,7478
0.09672619,68,29,6.4,1,10,40,0,30.03,21210
0.364583333,68,29,6.4,1,10,34,18,30,9209
0.632440476,68,29,6.4,1,10,58,11,30.01,0
0.900297619,68,29,6.4,0,10,70,7,30.03,0
0.97761194,69,29,4.1,0,10,67,3,30.03,0
0.708955224,69,29,4.1,0,10,64,3,30.03,0
0.440298507,69,29,4.1,1,10,72,0,30.06,3225
0.171641791,69,29,4.1,0,10,70,3,30.08,21798
0.097014925,69,29,4.1,0,10,54,0,30.03,15159
0.365671642,69,29,4.1,0,10,24,15,30,9169
0.634328358,69,29,4.1,0,10,28,14,30.01,0
0.902985075,69,29,4.1,0,10,42,0,30.03,0
0.980538922,70,31,4.4,0,10,52,0,30.03,0
0.711077844,70,31,4.4,1,10,69,0,30.03,0
0.441616766,70,31,4.4,2,10,81,0,30.05,2718
0.172155689,70,31,4.4,3,10,66,3,30.06,20460
0.097305389,70,31,4.4,1,10,61,5,30,24427
0.366766467,70,31,4.4,1,10,24,11,29.96,8399
0.636227545,70,31,4.4,0,10,35,9,29.97,0
0.905688623,70,31,4.4,0,10,48,3,29.99,0
0.984962406,59,29,10.3,1,10,62,10,29.99,0
0.714285714,59,29,10.3,2,10,75,5,30,0
0.443609023,59,29,10.3,2,10,90,10,30.02,542
0.172932331,59,29,10.3,2,10,68,6,30.07,13884
0.097744361,59,29,10.3,2,10,59,13,30.02,25929
0.368421053,59,29,10.3,2,10,70,17,30.01,9282
0.639097744,59,29,10.3,2,10,83,11,30.03,0
0.909774436,59,29,10.3,2,10,83,8,30.06,0
0.986445783,56,27,11.5,3,10,83,0,30.05,0
0.715361446,56,27,11.5,4,10,83,7,30.05,0
0.444277108,56,27,11.5,4,10,83,3,30.08,385
0.173192771,56,27,11.5,2,10,72,8,30.1,17121
0.097891566,56,27,11.5,2,10,72,21,30.05,25347
0.368975904,56,27,11.5,3,10,83,18,30.05,7136
0.640060241,56,27,11.5,4,10,86,15,30.08,0
0.911144578,56,27,11.5,4,10,83,10,30.1,0
0.987915408,58,27,13.3,3,10,83,14,30.12,0
0.716012085,58,27,13.3,4,10,80,14,30.13,0
0.444108761,58,27,13.3,3,10,80,9,30.17,1142
0.172205438,58,27,13.3,1,10,67,11,30.2,21070
0.099697885,58,27,13.3,2,10,58,16,30.17,25392
0.371601208,58,27,13.3,2,10,70,17,30.16,8283
0.643504532,58,27,13.3,2,10,80,15,30.17,0
0.915407855,58,27,13.3,1,10,90,8,30.18,0
0.992412747,64,28,4,0,10,86,3,30.17,0
0.719271624,64,28,4,0,10,86,3,30.17,0
0.446130501,64,28,4,3,10,86,0,30.19,2581
0.172989378,64,28,4,1,10,75,0,30.2,21774
0.100151745,64,28,4,1,10,46,3,30.13,25064
0.373292868,64,28,4,1,10,46,14,30.08,8524
0.646433991,64,28,4,0,10,45,13,30.07,0
0.919575114,64,28,4,0,10,65,3,30.08,0
0.99543379,68,14,2.7,0,10,62,0,30.08,0
0.721461187,68,14,2.7,0,10,67,0,30.07,0
0.447488584,68,14,2.7,0,10,34,8,30.08,2921
0.173515982,68,14,2.7,0,10,21,7,30.09,21804
0.100456621,68,14,2.7,0,10,17,0,30.04,25219
0.374429224,68,14,2.7,0,10,21,0,30.02,8453
0.648401826,68,14,2.7,0,10,28,0,30.03,0
0.922374429,68,14,2.7,0,10,57,0,30.05,0
0.998473282,69,31,4.3,0,10,58,0,30.05,0
0.723664122,69,31,4.3,0,10,62,0,30.02,0
0.448854962,69,31,4.3,0,10,65,5,30.04,2603
0.174045802,69,31,4.3,0,10,63,5,30.06,20869
0.100763359,69,31,4.3,0,10,64,3,30,24209
0.375572519,69,31,4.3,0,10,26,11,29.97,5542
0.650381679,69,31,4.3,0,10,25,11,29.98,0
0.92519084,69,31,4.3,0,10,43,0,30,0
1.001531394,68,29,4.9,0,10,67,5,30.01,0
0.725880551,68,29,4.9,0,10,51,0,30,0
0.450229709,68,29,4.9,2,10,75,3,30.02,2461
0.174578867,68,29,4.9,1,10,70,5,30.05,10461
0.101071975,68,29,4.9,1,10,53,3,30,0
0.376722818,68,29,4.9,1,10,33,7,29.96,7934
0.65237366,68,29,4.9,0,10,43,13,29.99,0
0.928024502,68,29,4.9,0,10,58,0,30.02,0
1.006153846,68,29,4.6,0,10,56,3,30.03,0
0.729230769,68,29,4.6,0,10,62,0,30.02,0
0.452307692,68,29,4.6,0,8,80,0,30.05,2497
0.175384615,68,29,4.6,0,10,68,7,30.06,20597
0.101538462,68,29,4.6,0,10,61,3,30.01,23672
0.378461538,68,29,4.6,0,10,28,6,29.98,7775
0.655384615,68,29,4.6,0,10,49,6,29.99,0
0.932307692,68,29,4.6,0,10,52,7,30.02,0
1.009259259,60,29,11.3,0,9,83,11,30.04,0
0.731481481,60,29,11.3,1,8,93,9,30.05,0
0.453703704,60,29,11.3,1,9,96,6,30.08,1384
0.175925926,60,29,11.3,1,10,70,0,30.1,20680
0.101851852,60,29,11.3,1,10,59,14,30.05,24472
0.37962963,60,29,11.3,1,9,78,15,30.03,7800
0.657407407,60,29,11.3,1,6,93,17,30.08,0
0.935185185,60,29,11.3,1,8,93,15,30.13,0
1.013953488,55,29,9,1,9,93,8,30.16,0
0.734883721,55,29,9,3,7,93,0,30.15,0
0.455813953,55,29,9,4,4,90,6,30.19,221
0.176744186,55,29,9,4,3,87,3,30.2,13923
0.102325581,55,29,9,3,7,78,17,30.17,15242
0.381395349,55,29,9,3,10,78,15,30.14,3727
0.660465116,55,29,9,3,10,93,15,30.16,0
0.939534884,55,29,9,2,10,90,14,30.18,0
1.0155521,58,29,10.4,2,10,96,14,30.18,0
0.735614308,58,29,10.4,1,10,100,9,30.19,0
0.455676516,58,29,10.4,3,10,96,5,30.22,113
0.175738725,58,29,10.4,4,2,93,0,30.22,15058
0.104199067,58,29,10.4,1,10,72,20,30.17,23748
0.384136858,58,29,10.4,1,10,65,15,30.14,7480
0.66407465,58,29,10.4,1,10,90,17,30.14,0
0.944012442,58,29,10.4,1,10,93,10,30.14,0
1.018720749,56,30,8.3,1,10,96,8,30.1,0
0.737909516,56,30,8.3,1,10,100,7,30.06,0
0.457098284,56,30,8.3,1,7,100,9,30.08,186
0.176287051,56,30,8.3,3,7,83,3,30.07,15471
0.104524181,56,30,8.3,3,8,78,5,29.99,22378
0.385335413,56,30,8.3,2,10,70,9,29.94,7629
0.666146646,56,30,8.3,2,10,90,11,29.94,0
0.946957878,56,30,8.3,2,10,93,9,29.96,0
1.021909233,59,16,8.6,3,10,83,3,29.93,0
0.740219092,59,16,8.6,3,10,90,5,29.87,0
0.458528951,59,16,8.6,3,7,86,0,29.85,0
0.176838811,59,16,8.6,4,7,84,0,29.9,0
0.10485133,59,16,8.6,4,9,68,17,29.87,0
0.386541471,59,16,8.6,4,7,84,8,29.88,0
0.668231612,59,16,8.6,4,10,75,0,29.94,0
0.949921753,59,16,8.6,3,10,70,23,29.93,0
1.025117739,65,15,13,3,10,63,13,30,0
0.742543171,65,15,13,4,10,84,15,30.03,0
0.459968603,65,15,13,4,6,90,6,30.09,0
0.177394035,65,15,13,4,9,87,6,30.13,1283
0.105180534,65,15,13,3,10,61,18,30.1,8637
0.387755102,65,15,13,4,10,57,15,30.08,1209
0.67032967,65,15,13,3,10,59,21,30.08,0
0.952904239,65,15,13,3,10,78,11,30.06,0
1.029968454,63,16,12.8,3,10,75,9,30.03,0
0.746056782,63,16,12.8,4,10,84,7,29.99,0
0.46214511,63,16,12.8,4,4,90,14,29.97,168
